FAC_TYPE,VERS_DATE,SERIAL_NO,NAME,LATITUDE,LONGITUDE,SITE_CLASS,WILDERNESS,DIS_ACCESS,ACCESS_DSC,FEE,COMMENTS,MAINT_BY,LABEL,ACT_CODE,FAC_CODE,PUBLISHED,CLOS_STAT,CLOS_DESC,CLOS_START,CLOS_OPEN,CLOS_REAS,CAMPING,CAMPING_C,CAMPING_R,CAMPERVANG,CAMPERVANC,CAMPERVANT,CAMPVANR,TB_VISITOR,TBVA_C,TBVA_R,HERITAGE,HERITAGE_C,HERITAGE_R,FISHING,FISHING_C,FISHING_R,FOSSICKING,FOSSICK_C,FOSSICK_R,HANG_GLIDE,HANG_GLD_C,HANG_GLD_R,HORSE_RIDE,HORSERIDEC,HORSERIDER,PADDLING,PADDLING_C,PADDLING_R,PICNICING,PICNIC_C,PICNICINGR,REDUCE_NA,REDUCE_C,REDUCE_R,ROCKCLIMB,ROCKCLMB_C,ROCKCLIMBR,TREE_VIEW,TREEVIEW_C,TREEVIEW_R,WALKINGDOG,WALKDOG_C,WALKDOG_R,WILDLIFE,WILDLIFE_C,WILDLIFE_R,PCT_AFRAME,PCT_PEDEST,PCT_OTHER,BBQ_ELEC,BBQ_PIT,BBQ_GAS,BBQ_WOOD,IS_PART_OF,PHOTO_ID_1,PHOTO_ID_2,PHOTO_ID_3,SDE_DATE,Y_COORD,X_COORD,ALTER_DATE,ENTITY_ID,UFI
REC SITES,2021/09/25,"120200",Mclver,-36.9285270000,146.7187670000,BASIC,,NONE,"From Myrtleford, travel 31km sth along the Buffalo River Rd, to the Rose River Rd intersection. From here it becomes the Abbeyards Rd which is a gravelled road, suitable for 2WDs, caravans and camper trailers. Travel a further 21km to the campground.",,McIver is the fifth campground located at the intersection of the Lake Cobbler tk and Abbeyards Rd and runs alongside the Buffalo River.  It is a small basic bush campground that offers 2 campsites with campfire pits and picnic tables.,OVENS,Mclver,W,,Y,,,,,,Y,Popular spot for a short stay for 4wd's heading into the Wonnangatta Valley.,"1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,Popular spot for a short stay for 4wd's heading into the Wonnangatta Valley.,"2",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,"1",,"1",,"122093","122094","122095",2021/09/25,-36.9285270000,146.7187670000,,,554079-20191017
REC SITES,2021/09/25,"120215",Evans Creek Hut,-37.0061350000,146.3787570000,BASIC,,NONE,Travel South from Lake William Hovell on Evans Ck Tk (4wd only) for approximately 13km. The track is subject to Seasonal Closures and can be very slippery in wet weather. The site can also be accessed from Cambatong Rd.,,"Remote, basic bush hut situated on the Evans Creek.",OVENS,Evans Creek Hut,W,,Y,,,,,,Y,Nice camp spot with areas to pitch a tent or small hut suitable for swags.,"2",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,"1",,,,"122063","122064","122065",2021/09/25,-37.0061350000,146.3787570000,,,554082-20170807
REC SITES,2021/09/25,"120218",Yackandandah Creek,-36.3336610000,146.8106870000,BASIC,,NONE,"From the main street of Yackandandah follow Bells Flat Rd for approx. 3km until you meet Service Basin Rd. Continue along Service Basin Rd, which then becomes Yack Gate Rd, for approx. 1km to the site located to your left at the crest of the hill.",,,OVENS,Yackandandah Creek,,U,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,A small site that provides parking and information about the surrounding forest and recreational activities.,"1",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"122165","122166","122167",2021/09/25,-36.3336610000,146.8106870000,,,554083-20210212
REC SITES,2021/09/25,"120221",Yackandandah Creek 1,-36.3352900000,146.8098650000,BASIC,,NONE,"From the main street of Yackandandah follow Bells Flat Rd for approx. 3km until you meet Service Basin Rd. Continue along Service Basin Rd, which then becomes Yack Gate Rd, for approx. 1.2km to the site access track that drops steeply to your left. Not r",,,OVENS,Yackandandah Creek 1,W,,Y,,,,,,Y,A small shady camping area along the banks of Yackandandah Creek. Tent based camping with a small parking area.,"1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,,,"1",,"122138","122139","122140",2021/09/25,-36.3352900000,146.8098650000,,,554084-20210212
REC SITES,2021/09/25,"120228",Yackandandah Creek 2,-36.3356830000,146.8096200000,BASIC,,NONE,"From the main street of Yackandandah follow Bells Flat Rd for approx. 3km until you meet Service Basin Rd. Continue along Service Basin Rd, which then becomes Yack Gate Rd, for approx. 1.5km to the site access track to your left. Follow the rough 4x4 tra",,,OVENS,Yackandandah Creek 2,W,,Y,,,,,,Y,A medium sized camping area along the banks of Yackandandah Creek. Tent and vehicle based camping sites with easy access to the creek.,"1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0","1","1",,,"1",,,,"122141","122142","122143",2021/09/25,-36.3356830000,146.8096200000,,,554086-20210212
REC SITES,2021/09/25,"120229",Yackandandah Creek 3,-36.3379780000,146.8067860000,BASIC,,NONE,"From the main street of Yackandandah follow Bells Flat Rd for approx. 3km until you meet Service Basin Rd. Continue along Service Basin Rd, which then becomes Yack Gate Rd, for approx. 1.7km to the two site access tracks to your right.",,,OVENS,Yackandandah Creek 3,W,,Y,,,,,,Y,A large camping area split in two with easy vehicle and tent based camping sites. The site has good access to the Yackandandah Creek and is conveniently located opposite the Trail bike unloading area.,"1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,"1",,,,"122144","122145","122146",2021/09/25,-36.3379780000,146.8067860000,,,554087-20210212
REC SITES,2021/09/25,"4525",Ti Tree,-35.6835990000,144.1649310000,BASIC,,NONE,"Ti Tree Recreation Site is located 7.6 kms south-east of the Koondrook Township. From Koondrook head south along the Kerang-Koondrook Road, follow the track past the Twin Bridges Recreation Site and continue along Koondrook Track until you reach the Recr",,"A tranquil quiet camp ground on Gunbower Creek for those who enjoy no frills camping. Basic facilities ( BBQs and Picnic tables) provided. Enjoy the sights and sounds of the surrounding river red gum forest. BBQs and picnic tables provided
",COHUNA,Ti Tree,WU,k,Y,,,,,,Y,"Dispersed camp sites in forest clearings along Ti Tree Lagoon, suitable for larger groups","1",,,,"0",,,"0",,,"0",Y,"Gunbower Island is a popular fishing destination. Note that a  current  NSW  Freshwater  Recreation  Fishing  Licence   is  required  when fishing in the  Murray  River, while a  Victorian   Recreational  Fishing  Licence  is  required  for  fishing  in","3",,,"0",,,"0",,,"0",,,"0",Y,BBQs and picnic tables are provided at dispersed camp sites,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,,,"1",,"122357","122358","122359",2021/09/25,-35.6835990000,144.1649310000,,,506673-20210708
REC SITES,2021/09/25,"1179",Dairy Flat,-37.5182100000,146.0114960000,VERY BASIC,,NONE,From Marysville - Take the Woods Point road.  After 18km veer left at the Cumberland Junction then turn left down Eildon Warburton road.  From Warburton - Follow the Warburton Woods Point Road and turn right at Cumberland Junction then left down Eildon W,,,MARYSVILLE,Dairy Flat,W,,Y,,,,,,Y,"Located opposite Frenchmans Spur road, this small camping area provides opportunities for a private stay with potential to paddle in the deep pools available in the nearby Big River.
","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"121766","121767","121768",2021/09/25,-37.5182100000,146.0114960000,,,491151-20170626
REC SITES,2021/09/25,"1197",Big River Camp,-37.5289490000,145.9447830000,VERY BASIC,,NONE,From Marysville - Take the Woods Point road.  After 18km veer left at the Cumberland Junction then turn left down Eildon Warburton road.  From Warburton - Follow the Warburton Woods Point Road and turn right at Cumberland Junction then left down Eildon W,,,MARYSVILLE,Big River Camp,W,UY,Y,,,,,,Y,"Big River Camp is one of the bigger campsites in the area able to accommodate caravans, trailers or tents around a campfire.  Popular with larger groups to relax in the bush, trailbike, four wheel drive or fish the nearby Big River waters.  
","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"121718","121719","121720",2021/09/25,-37.5289490000,145.9447830000,,,491156-20170626
REC SITES,2021/09/25,"9964",Mugwamp Hut,-37.2928420000,143.2359050000,MID,,NONE,"From Beaufort, turn north towards Raglan and after 11km, turn left down Raglan-Mt Cole Road. After 3km continue onto Mount Cole Road and after 11.7 km, turn left onto Dawson Rock Road.",,"This site provides basic facilities for picnicking or camping and links in with the overnight Beeripmo walking track. Due to its small size, the site is suitable for small groups only.",BEAUFORT,Mugwamp Hut,WE,Y,Y,,,,,,Y,"Mugwamp is a small open camping area with some large shady eucalypts, adjacent to Mugwamp Hut. The small grassed area includes a picnic table, drop toilet and wood-fired BBQ and is suitable for tent based camping with opportunities for walks along the ad","1",,,,"0",,,"0",Y,Mugwamp Hut is believed to have been built in the 1890s as shelter for timber workers in a nearby mill. There were once many such huts in the Mt Cole area but all others have been demolished or lost. The Mugwamp Hut is the last remaining hut in the Mt Co,"3",,,"0",,,"0",,,"0",,,"0",,,"0",Y,This small open picnic area next to Mugwamp Hut is a pleasant spot for a picnic with basic facilities and opportunities to walk on the nearby Beerimpo walking track and out to Mount Buangor.,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,"1",,"1",,"121331","121332","121333",2021/09/25,-37.2928420000,143.2359050000,,,1603306-20210827
REC SITES,2021/09/25,"8077",Upper Jamieson Hut,-37.2576429610,146.4475853700,BASIC,,NONE,"From Mansfield head towards Mount Buller on Mount Buller road for 20 KM before turning right onto Howaqua track for 17km, continueing on to Brocks road for 10.5 Km before making a sharp right into Upper Jamieson Hut.",,,MANSFIELD,Upper Jamieson Hut,W,,Y,,,,,,Y,"A great spot to spot along your four wheel drive journey, campers are able to utilise the huts for their camping needs.You will come down into the site and be greeted by the Upper Jamieson hut and the Jamieson River below. Fred Fry was the original build","1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,"1",,,,"122568","122569","122570",2021/09/25,-37.2576429610,146.4475853700,,,2313790-20191010
REC SITES,2021/09/25,"1429",Chaffe Creek Camping Area,-37.3897530000,146.0744080000,BASIC,,NONE,"From Melbourne take the Maroondah Hwy, turn right to Thornton and turn onto the Goulburn Valley Highway, then right onto Eildon-Jamieson road.  Big River road is 30 kilometres from the Highway.  Turn right into Big River Road and follow the gravel road t",,"A spacious, very popular area in the heart of Big River State Forest, Chaffee Creek camping area is perfect for large family or friend groups.  Grassy flats with toilet facilities alongside the Big River, there is room to spread out and enjoy nature or e",ALEXANDRA,Chaffe Creek Camping Area,WC,Y,Y,,,,,,Y,A large grassy campsite on both sides of the Big River road.  Pick a spot under the large wattles or beneath the tee trees for a more private stay.  If you are into relaxing in the rock pools of the Big River this area provides deep pools to cool off on,"1",Y,A large grassy campsite by Big River road. This site is sufficiently roomy to accommodate caravans and camper trailers.,SMALL CARAVAN,"3",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,The grassy areas here provide lovely spots close to the river for a family picnic.,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,"1",,,,"121757","121758","121759",2021/09/25,-37.3897530000,146.0744080000,,,491171-20210205
REC SITES,2021/09/25,"8201",Blue Gum Flat,-37.1739700000,145.9977460000,BASIC,,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 7.4 Km",,"Situated on the banks of Lake Eildon, this site is a popular destination for boats, fishermen, campers and trail bike riders alike. Behind you, you will see an expansive area of native bushland worth exploring.
This site can become busy in the warmer mo",MANSFIELD,Blue Gum Flat,WCUP,Y,Y,,,,,,Y,This large campground is great for large groups and several smaller groups. With larger canopy Eucalypts offering much needed shade in the warmer months.,"1",Y,"This site can be accessed by small caravans and camper trailers, although be aware that you may have to travel long distances on dirt roads.",,"4",,,"0",,,"0",Y,"This area is perfect for offshore fishing with the lake coming to a narrower section. This area is also perfect for trolling during April - July and September  November. 
Please be aware that if fishing you will need to hold a current Victorian Fishing","5",,,"0",,,"0",,,"0",Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,"6",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"121448","121449","121450",2021/09/25,-37.1739700000,145.9977460000,,,1135859-20200720
REC SITES,2021/09/25,"8209",Kirbys,-37.1580586030,145.9915447300,BASIC,,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 7.5Km a",,"Situated along the shores of lake Eildon. This area is perfect all year round with good access to the lake, shade offered from mature Eucalypt stands and unshaded areas for the cooler months. This site is a central spot for several recreational activitie",MANSFIELD,Kirbys,WCUP,Y,Y,,,,,,Y,"This smaller secluded campsite is perfect for those just wanting to get away, you will wake up to beautiful scenes over Lake Eildon and birds singing. With grassy open sections this site is suited to 1 small  medium sized group.","1",Y,"This site can be accessed by small caravans and camper trailers, although be aware that you may have to travel long distances on dirt roads.
Please be aware that this is a small site therefore it may be difficult to turn trailers around.",,"5",,,"0",,,"0",Y,"In this area you will find fishers utilising the narrow corridor for trolling. You also can do some lure casting from the sure. Murray Cod, Redfin and native fish species are prevalent in these waters and present a great challenge to any fishers.
Please","3",,,"0",,,"0",,,"0",Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,"4",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"121559","121560","121561",2021/09/25,-37.1580586030,145.9915447300,,,1135867-20210607
REC SITES,2021/09/25,"8215",Cullitons,-37.1440235630,145.9867975490,BASIC,,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 10 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 14Km and",,"On the shores of the mighty Lake Eildon, you will have picturesque views over lake Eildon from this site. Whilst watching those enjoying all of what the lake has to offer from this site.
There are several recreational activities you can enjoy whilst sta",MANSFIELD,Cullitons,WCUP,Y,Y,,,,,,Y,This is a lovely small campground where you can enjoy the secluded site nestled on the shores of Lake Eildon. With flat ground and large mature Eucalypts offering much needed shade in the warmer months this is a great site to access the water from.,"1",Y,"There have been excellent results from shallow and deep-water trolling in the area. You could also lure cast from the shore and try your luck lure casting from your boat.
Please be aware that if fishing you will need to hold a current Victorian Fishing",,"3",,,"0",,,"0",Y,"There have been excellent results from shallow and deep-water trolling in the area. You could also lure cast from the shore and try your luck lure casting from your boat.
Please be aware that if fishing you will need to hold a current Victorian Fishing","4",,,"0",,,"0",,,"0",Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,"5",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"121496","121497","121498",2021/09/25,-37.1440235630,145.9867975490,,,1135857-20200720
REC SITES,2021/09/25,"30104",Skipworth Reserve,-37.3462340000,146.1427160000,MID,,PARTIAL,From Jamieson follow the Jamieson-Woods Point Rd towards Woods Point until left turn into camp area at Skipworth Sign.,,"Nestled amongst the foothills of the picturesque Upper Goulburn River, Skipworth Reserve camping area is a popular camping destination along the banks of the Goulburn River. Popular with campers, fisherman, birdwatchers and outdoor enthusiasts, and a gre",MANSFIELD,Skipworth Reserve,WCUP,eY,Y,,,,,,Y,"Camping at Skipworth Reserve sees you spread out in big open grassy areas soaking up the sun. This spot is next to the Goulburn River, giving you time to relax whilst listening to the tumbling of water as it flows by.","1",Y,The area is large enouh to have several campervans and caravans share the space with ample room to manoeuvre as needed.,CAMPER TRAILER,"4",,,"0",,,"0",Y,"The Goulburn River is excellent for fishing, with the main species caught being the Rainbow and Brown Trout and Perch species.","5",,,"0",,,"0",,,"0",Y,With excellent access to the Goulburn River this site offers a great spot to put your canoe or kayak in and head out for the day paddling.,"6",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0","1","1",,,"1",,,,"121637","121638","121639",2021/09/25,-37.3462340000,146.1427160000,,,1603290-20201224
REC SITES,2021/09/25,"30115",Miners Hut,-37.3585730000,146.1642520000,VERY BASIC,,NONE,,,Nestled in between Jamieson and Woodspoint this day visitor area is fantastic for a stop along this historic journey. This spot is settled next to the Goulburn River and you can enjoy the shade offered by mature canopy trees that surround you and plenty,MANSFIELD,Miners Hut,UP,,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",Y,Fishing in the Goulburn River is readily available at this site with the site located on the banks of the river. This area is frequented by avid fly fishers and deep-water fishers alike. This area carries an abundant amount of Brown Trout with bait such,"2",,,"0",,,"0",,,"0",Y,"A great spot to put in your canoe and go for a paddle, located on the edge of the Goulburn river this site is perfect for the avid canoer. You can paddle upstream towards Jamieson or downstream towards Woodspoint.","3",Y,Stop on your way to woods point from Jamieson to stretch your legs at this delightful small picnic area nestled in the Upper Goulburn State Forest. You will find yourself under large shady canopy trees and with plenty of room for the kids to run around t,"1",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,,,,,"121586","121587","121588",2021/09/25,-37.3585730000,146.1642520000,,,1603312-20201224
REC SITES,2021/09/25,"30130",Heller Historic Grave,-36.8660010000,146.2012400000,VERY BASIC,,NONE,"From Benalla you will need to head towards Tatong using Samaria road, follow this road for 51Km before turning left onto Madhouse road you will find the site 200 metres from the intersection on your right. 
This sire is 2WD accessable.",,,BENALLA SYDNEY RD,Heller Historic Grave,E,,Y,,,,,,,,"0",,,,"0",,,"0",Y,"Emma lived an interesting life for a woman of her time, she grew up in England before immigrating to Australia in the 1864, before heading to New Zealand and marrying her first husband and having her first child. She then moved with her new family back t","2",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"121529","121530","121531",2021/09/25,-36.8660010000,146.2012400000,,,1603324-20201027
REC SITES,2021/09/25,"30155",Jack Scotts,-37.5593040000,146.2402570000,BASIC,,NONE,Access is by headin north from Woodspoint for 2 km and you'll turn left into the site.,,"The perfect place to escape to on a hot summers day, jack Scotts reserve offers largely shaded areas in the foothills of the Upper Goulburn State Forest. With ample space camp and plenty of activities to undertake whilst visiting this is the perfect spot",MANSFIELD,Jack Scotts,WCUK,UeY,Y,,,,,,Y,"Huge camping area with great facilities, this camping area has ample space for large groups of campers and offers spectacular views of the Goulburn River.","1",Y,"This spot is great for people with caravans and campertrailers, because the area is so big there is ample room to move your van and turn around when needed.",CAMPER TRAILER,"3",,,"0",,,"0",Y,"A very popular spot for the able fishermen, you can take a walk up the side of the Goulburn river and try your luck at catching a trout or two. Cook it up on your BBQ for dinner that night.","4",,,"0",,,"0",,,"0",,,"0",Y,A great place to stop on your journey between Woodspoint and Jamieson with ample room for you to be able to stretch your legs.,"2",,,"0",,,"0",,,"0",,,"0",Y,"Because this spot is so deep in the bush and not much traffic goes by you may have the opportunity to do some wildlife watching, keep your eye out for the crimson colour of the King Parrot.","0","1",,,,"1",,,,"121541","121542","121543",2021/09/25,-37.5593040000,146.2402570000,,,1603291-20201224
REC SITES,2021/09/25,"40012",Smoko,-36.8276850000,147.0765100000,BASIC,,NONE,Turn off the Great Alpine Rd approx. 8km north of Harrietville/16km south of Bright and drive along the gravel road for approx. 500m to the camping area.,,Informal camping set amongst Swamp Gums next to the Ovens River.,BRIGHT DEPOT,Smoko,WCU,Y,Y,,,,,,Y,Ground can be quite wet during the winter or after significant rain.,"1",Y,Small clearings suitable for camper vans and small to medium size caravans.,SMALL CARAVAN,"3",,,"0",,,"0",Y,,"4",,,"0",,,"0",,,"0",,,"0",Y,This site is a pleasant spot for picnicking by the banks of the Ovens River.,"2",,,"0",,,"0",,,"0",,,"0",,,"0","1",,,,"1",,,,"122120","122121","122122",2021/09/25,-36.8276850000,147.0765100000,,,1320518-20210216
REC SITES,2021/09/25,"40025",Edi Cutting,-36.6561110000,146.4212200000,MID,,NONE,"Located 27km south of Oxley on the Wangaratta-Whitfield road, a couple of kilometres past Edi itself. Access is either via Wangaratta from the north or by taking the Snow Road turnoff from the Hume Hwy at Glenrowan from the south.",,,OVENS,Edi Cutting,WCU,oY,Y,,,,,,Y,"A very popular area, particularly during holiday periods. Most sites have good shade from large Red Gums and easy access to the King river. All sites have drive through vehicle access. The two distinct areas can be isolated from each other in flood event","1",Y,"A very popular area, particularly during holiday periods. Most sites have good shade from large Red Gums and easy access to the King river. All sites have drive through vehicle access. The two distinct areas can be isolated from each other in flood event",SMALL CARAVAN,"2",,,"0",,,"0",Y,"Easy access to the King river is available across the entire site. Deep pools, shallow riffles and small rapids provide a variety of fishing opportunities.","3",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"122060","122061","122062",2021/09/25,-36.6561110000,146.4212200000,,,1864493-20210212
REC SITES,2021/09/25,"10527",Black Sallee Picnic Area,-37.1006140000,147.3060020000,BASIC,,NONE,Access is via the Dinner Plain Track which heads south from the Dinner Plain village. this track is subject to a seasonal road closure between mid June and end October.,,"Located on the Long Plain and surrounded by Black Sallee open forest, this picnic area is a scenic spot for a short stay or overnight camp. The site is adjacent to a dam and has an open grassy area suitable for camping.",SWIFTS CREEK,Black Sallee Picnic Area,W,,Y,,,,,,Y,,"1",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,Open grassy area adjacent to a dam.,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,,,"1",,"10520",,,2021/09/25,-37.1006140000,147.3060020000,,,1320513-20200629
REC SITES,2021/09/25,"11134",Timbarra Picnic Area,-37.3794000000,148.0966420000,BASIC,,NONE,Access track is located just past the white timber bridge on the Timbarra Road.,,"Scenic, shady picnic area located on the banks of the Timbarra River. A less formal camping area is located on the other side of the river, with a toilet and fire places.",NOWA NOWA,Timbarra Picnic Area,U,,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",Y,,"3",,,"0",,,"0",,,"0",,,"0",Y,,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,"1",,,,,"1",,"11151",,,2021/09/25,-37.3794000000,148.0966420000,,,1883495-20200810
REC SITES,2021/09/25,"12479",Erica Mtb Park (Eastern Trailhead),-37.9765280000,146.3772140000,BASIC,,NONE,"Located only 500m from the centre of Erica, turn onto Henty Street at the General Store / Post Office. As the road curves to the left, stay straight and follow Henty Street (now a gravel road) for about 350 metres until you reach the Erica MTB Park.",,"The Erica MTB Park (Eastern Trailhead) is located at Mill Park, only 500m from the Erica town centre, and boasts access to a unique 11km 'intermediate' XC trail network.
For a more relaxed ride, why not jump onto the Walhalla Goldfields Rail Trail (7km",ERICA,Erica Mtb Park (Eastern Trailhead),,,Y,,,,,,,,"0",,,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,This carpark serves as the trail head for accessing the Walhalla Goldfields rail trail.,"4",,,"0",Y,This carpark serves as the eastern trail head for accessing the cross-country mountain bike trails to the east of Erica.,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,,,,2021/09/25,-37.9765280000,146.3772140000,,,2449833-20210826
REC SITES,2021/09/25,"120523",Raids Inlet,-37.1134130140,145.9097158510,BASIC,,NONE,"From Mansfield head towards Mount Buller, turning right on Mansfield Woods Point road follow this for 9.5 km before turning right onto Piries-Goughs Bay Rd, following this road for 7.3km before turning right onto Walshs Rd. Follow Walshs Road for 19.5Km",,"Nestled in one of lake Eildons many inlets this spot is highly popular during the warmer months. This site is sheltered by large canopy trees and suitable for larger groups. 
This area is used for several recreational activities, including: fishing, fou",MANSFIELD,Raids Inlet,WCUP,Y,Y,,,,,,Y,"This area is located in one of lake Eildons many small inlets, offering a sheltered campsite with plenty of much needed shade during the warmer months.","1",Y,"This site can be accessed by caravans and camper trailers, although be aware that you may have to travel long distances on dirt roads.",,"4",,,"0",,,"0",Y,With the site being in one of the many inlets along the Delatite arm this is a popular area for fishing. Deep water trolling can be done if heading out on the water for the day and you may just catch that elusive Murray Cod. In the inlet it is recommende,"3",,,"0",,,"0",,,"0",Y,Canoeing and kayaking are very popular in Lake Eildon and you can see why once youre out on the water yourself. The vast expanse of the lake and the offshoots and tributaries can easily be explored by paddling around the lake. You will be able to see wat,"2",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,,,,,,,"122534","122535","122536",2021/09/25,-37.1134130140,145.9097158510,,,2289816-20200722
REC SITES,2021/09/25,"8327",Beauchamp Falls Camping Area,-38.6514050000,143.6069110000,BASIC,,NONE,From Beech Forest head east on Beech Forest-Mount Sabine Rd and turn right onto Binns Road.  Follow signs to Beauchamp Falls for 3km.  Unsurfaced road - drive to conditions.,,"This site can accommodate approximately 4-5 dispersed camp sites on a grassy area, plus space for small campervans in the car park.  Expect the site to be wet and muddy in autumn and winter. 
Picnic tables, a BBQ and toilets are available.  Nice spot fo",GELLIBRAND,Beauchamp Falls Camping Area,WC,Y,Y,FULL CLOSURE,Closed for upgrade works,2020/12/03,2021/09/30,MAINTENANCE WORKS,Y,"This site can accommodate approximately 4-5 dispersed camp sites on a grassy area, plus space for small campervans in the car park. Expect the site to be wet and muddy in autumn and winter. Picnic tables, a BBQ and toilets are available. Nice spot for a","1",Y,"The site has space for small caravans/campervans in the car park. Expect the site to be wet and muddy in autumn and winter. Picnic tables, a BBQ and toilets are available. Nice spot for a day trip to picnic and complete the waterfall walk.",SMALL CARAVAN,"3",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",,,"0",Y,"Picnic tables, a BBQ and toilets are available. This is a nice spot for a day trip to picnic and complete the waterfall walk. Expect the site to be wet and muddy in autumn and winter.","2",,,"0",,,"0",,,"0",,,"0",,,"0","1","1",,,,,"1",,"120545","120546","120547",2021/09/25,-38.6514050000,143.6069110000,,,1135773-20210119
